Function,Symbol,Signal,Interval,Entry Date,Entry Price,Exit Date,Exit Price,Today price,Realised/Unrealised Profit,Holding Period,Status,Backtested Win Rate [%],ticker,original_signal,signal_timeframe,verdict,sizing_pct,conviction_score,conviction_raw,fs_score,fs_class,yield_trap_warning,business_type,bq_raw,valuation_tax,asset_type,rationale,position_layers,not_applicable_reason
DELTADRIFT,GNE.NZ,Short,Daily,2026-05-04,2.44,2026-05-14,2.5,2.5,-2.4590%,10.0,Closed,100.0,GNE.NZ,SELL,short,HARD EXIT,0.0,1.5,1.5,61.75,moderate_high,False,income,1.5,0.0,EQUITY,BQ 1.5 + valuation tax 0.0 = 1.5 | FS class moderate_high,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
OSCILLATOR DELTA,MSFT,Short,Daily,2026-05-01,414.44,,,421.92,-1.8048%,,Open,90.91,MSFT,SELL,short,HARD EXIT,0.0,-1.5,-1.5,56.25,moderate_high,False,saas,2.5,-4.0,EQUITY,BQ 2.5 + valuation tax -4.0 = -1.5 | FS class moderate_high,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,GDX,Short,Quarterly,2026-05-01,87.11,,,87.35,-0.2755%,,Open,100.0,GDX,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
FRACTAL TRACK,GDX,Short,Quarterly,2026-04-30,88.29,,,87.35,1.0647%,,Open,100.0,GDX,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
FRACTAL TRACK,WPM,Short,Monthly,2026-04-30,126.46,2026-05-11,143.8,143.8,-13.7118%,11.0,Closed,90.0,WPM,SELL,long,HARD EXIT,0.0,-2.5,-2.5,53.25,moderate,False,cyclical,2.5,-5.0,EQUITY,BQ 2.5 + valuation tax -5.0 = -2.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
OSCILLATOR DELTA,ARM,Short,Daily,2026-04-29,201.69,2026-05-06,237.3,237.3,-17.6558%,7.0,Closed,100.0,ARM,SELL,short,HARD EXIT,0.0,-2.5,-2.5,34.25,moderate_low,False,compounder,2.5,-5.0,EQUITY,BQ 2.5 + valuation tax -5.0 = -2.5 | FS class moderate_low,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,WPM,Short,Monthly,2026-04-29,124.89,,,130.41,-4.4199%,,Open,90.0,WPM,SELL,long,HARD EXIT,0.0,-2.5,-2.5,53.25,moderate,False,cyclical,2.5,-5.0,EQUITY,BQ 2.5 + valuation tax -5.0 = -2.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,GDX,Short,Quarterly,2026-04-29,86.22,,,87.35,-1.3106%,,Open,100.0,GDX,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
TRENDPULSE,SPOT,Short,Daily,2026-04-28,434.2,,,436.94,-0.6310%,,Open,88.24,SPOT,SELL,short,FULL EXIT,0.0,2.0,2.0,65.0,moderate_high,False,compounder,4.0,-2.0,EQUITY,BQ 4.0 + valuation tax -2.0 = 2.0 | FS class moderate_high,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,GDX,Short,Quarterly,2026-04-28,88.54,,,87.35,1.3440%,,Open,100.0,GDX,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
FRACTAL TRACK,WPM,Short,Monthly,2026-04-28,129.43,,,130.41,-0.7572%,,Open,90.0,WPM,SELL,long,HARD EXIT,0.0,-2.5,-2.5,53.25,moderate,False,cyclical,2.5,-5.0,EQUITY,BQ 2.5 + valuation tax -5.0 = -2.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,AMZN,Short,Daily,2026-04-27,261.12,2026-05-04,272.05,272.05,-4.1858%,7.0,Closed,100.0,AMZN,SELL,short,HARD EXIT,0.0,-1.5,-1.5,50.75,moderate,False,compounder,3.5,-5.0,EQUITY,BQ 3.5 + valuation tax -5.0 = -1.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,GDX,Short,Quarterly,2026-04-24,94.34,,,87.35,7.4094%,,Open,100.0,GDX,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
FRACTAL TRACK,GDX,Short,Quarterly,2026-04-23,92.19,,,87.35,5.2500%,,Open,100.0,GDX,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
FRACTAL TRACK,GDX,Short,Quarterly,2026-04-22,94.48,,,87.35,7.5466%,,Open,100.0,GDX,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
FRACTAL TRACK,GDX,Short,Quarterly,2026-04-21,92.99,,,87.35,6.0652%,,Open,100.0,GDX,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
DELTADRIFT,MAR,Short,Daily,2026-04-20,378.72,2026-04-22,367.13,367.13,3.0603%,2.0,Closed,90.0,MAR,SELL,short,HARD EXIT,0.0,-0.5,-0.5,47.25,moderate,False,compounder,4.5,-5.0,EQUITY,BQ 4.5 + valuation tax -5.0 = -0.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,QQQ,Short,Daily,2026-04-16,640.47,2026-04-24,663.88,663.88,-3.6551%,8.0,Closed,85.71,QQQ,SELL,short,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
DELTADRIFT,^NDX,Short,Daily,2026-04-16,26333.0,2026-04-24,27303.666,27303.666,-3.6861%,8.0,Closed,100.0,^NDX,SELL,short,NOT_APPLICABLE,0.0,,,,,False,,,,INDEX,quoteType=INDEX,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=INDEX
DELTADRIFT,AMZN,Short,Daily,2026-04-15,248.5,2026-04-24,263.99,263.99,-6.2334%,9.0,Closed,100.0,AMZN,SELL,short,HARD EXIT,0.0,-1.5,-1.5,50.75,moderate,False,compounder,3.5,-5.0,EQUITY,BQ 3.5 + valuation tax -5.0 = -1.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,AVGO,Short,Daily,2026-04-14,380.78,2026-04-22,422.65,422.65,-10.9959%,8.0,Closed,85.71,AVGO,SELL,short,HARD EXIT,0.0,-2.0,-2.0,43.5,moderate,False,compounder,3.0,-5.0,EQUITY,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,SOXX,Short,Daily,2026-04-14,401.24,2026-04-22,431.77,431.77,-7.6089%,8.0,Closed,88.89,SOXX,SELL,short,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
DELTADRIFT,CNR.TO,Short,Daily,2026-04-13,152.89,2026-04-15,150.97,150.97,1.2558%,2.0,Closed,100.0,CNR.TO,SELL,short,HARD EXIT,0.0,-2.0,-2.0,51.5,moderate,False,compounder,3.0,-5.0,EQUITY,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,MX.TO,Short,Weekly,2026-04-12,82.76,2026-04-14,78.5,78.5,5.1474%,2.0,Closed,83.33,MX.TO,SELL,short,HARD EXIT,0.0,-2.0,-2.0,52.5,moderate,False,cyclical,-1.0,-1.0,EQUITY,BQ -1.0 + valuation tax -1.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,TRI.TO,Short,Daily,2026-04-10,115.28,2026-04-15,126.91,126.91,-10.0885%,5.0,Closed,96.88,TRI.TO,SELL,short,PARTIAL EXIT,0.0,5.0,5.0,77.5,strong,False,income,7.0,-2.0,EQUITY,BQ 7.0 + valuation tax -2.0 = 5.0 | FS class strong,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,MX.TO,Short,Weekly,2026-04-10,82.76,,,87.29,-5.4737%,,Open,83.33,MX.TO,SELL,short,HARD EXIT,0.0,-2.0,-2.0,52.5,moderate,False,cyclical,-1.0,-1.0,EQUITY,BQ -1.0 + valuation tax -1.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,ORCL,Short,Daily,2026-04-08,143.66,2026-04-13,155.62,155.62,-8.3252%,5.0,Closed,90.0,ORCL,SELL,short,HARD EXIT,0.0,-1.0,-1.0,46.0,moderate,False,saas,4.0,-5.0,EQUITY,BQ 4.0 + valuation tax -5.0 = -1.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,IMO.TO,Short,Weekly,2026-04-05,181.66,2026-04-15,171.54,171.54,5.5708%,10.0,Closed,80.0,IMO.TO,SELL,short,HARD EXIT,0.0,0.5,0.5,60.25,moderate_high,False,cyclical,4.5,-4.0,EQUITY,BQ 4.5 + valuation tax -4.0 = 0.5 | FS class moderate_high,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,000660.KS,Short,Quarterly,2026-04-03,876000.0,,,1819000.0,-107.6484%,,Open,85.71,000660.KS,SELL,long,HARD EXIT,0.0,0.5,0.5,49.75,moderate,False,compounder,5.5,-5.0,EQUITY,BQ 5.5 + valuation tax -5.0 = 0.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,IMO.TO,Short,Weekly,2026-04-03,181.66,,,185.26,-1.9817%,,Open,80.0,IMO.TO,SELL,short,HARD EXIT,0.0,0.5,0.5,60.25,moderate_high,False,cyclical,4.5,-4.0,EQUITY,BQ 4.5 + valuation tax -4.0 = 0.5 | FS class moderate_high,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,GDX,Short,Quarterly,2026-04-03,94.59,,,87.35,7.6541%,,Open,100.0,GDX,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
FRACTAL TRACK,^STI,Short,Weekly,2026-04-03,4947.5,,,4989.0801,-0.8404%,,Open,90.0,^STI,SELL,short,NOT_APPLICABLE,0.0,,,,,False,,,,INDEX,quoteType=INDEX,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=INDEX
FRACTAL TRACK,GDX,Short,Quarterly,2026-04-02,94.59,,,87.35,7.6541%,,Open,100.0,GDX,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
FRACTAL TRACK,005930.KS,Short,Quarterly,2026-04-02,178400.0,,,270500.0,-51.6256%,,Open,100.0,005930.KS,SELL,long,HARD EXIT,0.0,-2.0,-2.0,51.5,moderate,False,compounder,3.0,-5.0,EQUITY,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,000660.KS,Short,Quarterly,2026-04-02,830000.0,,,1819000.0,-119.1566%,,Open,85.71,000660.KS,SELL,long,HARD EXIT,0.0,0.5,0.5,49.75,moderate,False,compounder,5.5,-5.0,EQUITY,BQ 5.5 + valuation tax -5.0 = 0.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,WPM,Short,Monthly,2026-03-31,131.01,2026-04-10,144.84,144.84,-10.5564%,10.0,Closed,88.89,WPM,SELL,long,HARD EXIT,0.0,-2.5,-2.5,53.25,moderate,False,cyclical,2.5,-5.0,EQUITY,BQ 2.5 + valuation tax -5.0 = -2.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,MU,Short,Monthly,2026-03-31,337.84,,,724.66,-114.4980%,,Open,83.33,MU,SELL,long,HARD EXIT,0.0,-2.5,-2.5,40.25,moderate,False,compounder,2.5,-5.0,EQUITY,BQ 2.5 + valuation tax -5.0 = -2.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,^STI,Short,Monthly,2026-03-31,4885.4502,,,4989.0801,-2.1212%,,Open,80.0,^STI,SELL,long,NOT_APPLICABLE,0.0,,,,,False,,,,INDEX,quoteType=INDEX,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=INDEX
FRACTAL TRACK,GOOG,Short,Quarterly,2026-03-31,286.86,2026-04-09,316.37,316.37,-10.2872%,9.0,Closed,100.0,GOOG,SELL,long,HARD EXIT,0.0,-1.5,-1.5,50.75,moderate,False,compounder,3.5,-5.0,EQUITY,BQ 3.5 + valuation tax -5.0 = -1.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,TSM,Short,Monthly,2026-03-31,337.95,,,404.35,-19.6479%,,Open,80.0,TSM,SELL,long,HARD EXIT,0.0,-0.5,-0.5,58.25,moderate_high,False,compounder,2.5,-3.0,EQUITY,BQ 2.5 + valuation tax -3.0 = -0.5 | FS class moderate_high,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,HDB,Short,Quarterly,2026-03-31,24.88,2026-04-17,27.51,27.51,-10.5707%,17.0,Closed,87.5,HDB,SELL,long,HARD EXIT,0.0,-1.0,-1.0,50.0,moderate,False,compounder,0.0,-1.0,EQUITY,BQ 0.0 + valuation tax -1.0 = -1.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
DELTADRIFT,NA.TO,Short,Monthly,2026-03-31,180.01,,,204.62,-13.6715%,,Open,100.0,NA.TO,SELL,long,HARD EXIT,0.0,-4.0,-4.0,43.5,moderate,False,compounder,1.0,-5.0,EQUITY,BQ 1.0 + valuation tax -5.0 = -4.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,000660.KS,Short,Monthly,2026-03-31,807000.0,2026-04-08,1033000.0,1033000.0,-28.0050%,8.0,Closed,94.12,000660.KS,SELL,long,HARD EXIT,0.0,0.5,0.5,49.75,moderate,False,compounder,5.5,-5.0,EQUITY,BQ 5.5 + valuation tax -5.0 = 0.5 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,CSCO,Short,Monthly,2026-03-31,77.59,2026-04-17,86.25,86.25,-11.1612%,17.0,Closed,86.67,CSCO,SELL,long,HARD EXIT,0.0,-2.0,-2.0,43.5,moderate,False,compounder,3.0,-5.0,EQUITY,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,SFTBY,Short,Quarterly,2026-03-31,12.09,2026-04-02,11.51,11.51,4.7974%,2.0,Closed,100.0,SFTBY,SELL,long,HARD EXIT,0.0,-3.0,-3.0,41.5,moderate,False,income,1.0,-4.0,EQUITY,BQ 1.0 + valuation tax -4.0 = -3.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,WIPRO.NS,Short,Quarterly,2026-03-31,187.64,2026-04-15,209.75,209.75,-11.7832%,15.0,Closed,85.71,WIPRO.NS,SELL,long,PARTIAL EXIT,50.0,5.0,5.0,75.5,strong,False,income,5.0,0.0,EQUITY,BQ 5.0 + valuation tax 0.0 = 5.0 | FS class strong,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,ORCL,Short,Daily,2026-03-30,138.8,2026-04-13,155.62,155.62,-12.1182%,14.0,Closed,88.89,ORCL,SELL,short,HARD EXIT,0.0,-1.0,-1.0,46.0,moderate,False,saas,4.0,-5.0,EQUITY,BQ 4.0 + valuation tax -5.0 = -1.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,CSCO,Short,Monthly,2026-03-30,77.04,,,118.21,-53.4398%,,Open,86.67,CSCO,SELL,long,HARD EXIT,0.0,-2.0,-2.0,43.5,moderate,False,compounder,3.0,-5.0,EQUITY,BQ 3.0 + valuation tax -5.0 = -2.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,WIPRO.NS,Short,Quarterly,2026-03-30,187.64,,,190.0,-1.2577%,,Open,85.71,WIPRO.NS,SELL,long,PARTIAL EXIT,50.0,5.0,5.0,75.5,strong,False,income,5.0,0.0,EQUITY,BQ 5.0 + valuation tax 0.0 = 5.0 | FS class strong,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,SFTBY,Short,Quarterly,2026-03-30,11.02,,,17.8,-61.5245%,,Open,100.0,SFTBY,SELL,long,HARD EXIT,0.0,-3.0,-3.0,41.5,moderate,False,income,1.0,-4.0,EQUITY,BQ 1.0 + valuation tax -4.0 = -3.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
TRENDPULSE,INDY,Short,Weekly,2026-03-29,41.24,2026-04-09,44.36,44.36,-7.5655%,11.0,Closed,85.71,INDY,SELL,short,NOT_APPLICABLE,0.0,,,,,False,,,,ETF,quoteType=ETF,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",quoteType=ETF
FRACTAL TRACK,WIPRO.NS,Short,Quarterly,2026-03-27,191.6,,,190.0,0.8351%,,Open,85.71,WIPRO.NS,SELL,long,PARTIAL EXIT,50.0,5.0,5.0,75.5,strong,False,income,5.0,0.0,EQUITY,BQ 5.0 + valuation tax 0.0 = 5.0 | FS class strong,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,SFTBY,Short,Quarterly,2026-03-27,11.45,,,17.8,-55.4585%,,Open,100.0,SFTBY,SELL,long,HARD EXIT,0.0,-3.0,-3.0,41.5,moderate,False,income,1.0,-4.0,EQUITY,BQ 1.0 + valuation tax -4.0 = -3.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,SFTBY,Short,Quarterly,2026-03-26,11.64,,,17.8,-52.9210%,,Open,100.0,SFTBY,SELL,long,HARD EXIT,0.0,-3.0,-3.0,41.5,moderate,False,income,1.0,-4.0,EQUITY,BQ 1.0 + valuation tax -4.0 = -3.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,WIPRO.NS,Short,Quarterly,2026-03-26,189.05,,,190.0,-0.5025%,,Open,85.71,WIPRO.NS,SELL,long,PARTIAL EXIT,50.0,5.0,5.0,75.5,strong,False,income,5.0,0.0,EQUITY,BQ 5.0 + valuation tax 0.0 = 5.0 | FS class strong,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,WIPRO.NS,Short,Quarterly,2026-03-25,189.05,,,190.0,-0.5025%,,Open,85.71,WIPRO.NS,SELL,long,PARTIAL EXIT,50.0,5.0,5.0,75.5,strong,False,income,5.0,0.0,EQUITY,BQ 5.0 + valuation tax 0.0 = 5.0 | FS class strong,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,SFTBY,Short,Quarterly,2026-03-25,12.67,,,17.8,-40.4893%,,Open,100.0,SFTBY,SELL,long,HARD EXIT,0.0,-3.0,-3.0,41.5,moderate,False,income,1.0,-4.0,EQUITY,BQ 1.0 + valuation tax -4.0 = -3.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,WIPRO.NS,Short,Quarterly,2026-03-24,188.74,,,190.0,-0.6676%,,Open,85.71,WIPRO.NS,SELL,long,PARTIAL EXIT,50.0,5.0,5.0,75.5,strong,False,income,5.0,0.0,EQUITY,BQ 5.0 + valuation tax 0.0 = 5.0 | FS class strong,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,SFTBY,Short,Quarterly,2026-03-24,11.1,,,17.8,-60.3604%,,Open,100.0,SFTBY,SELL,long,HARD EXIT,0.0,-3.0,-3.0,41.5,moderate,False,income,1.0,-4.0,EQUITY,BQ 1.0 + valuation tax -4.0 = -3.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,WIPRO.NS,Short,Quarterly,2026-03-23,187.54,,,190.0,-1.3117%,,Open,85.71,WIPRO.NS,SELL,long,PARTIAL EXIT,50.0,5.0,5.0,75.5,strong,False,income,5.0,0.0,EQUITY,BQ 5.0 + valuation tax 0.0 = 5.0 | FS class strong,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,SFTBY,Short,Quarterly,2026-03-23,11.5,,,17.8,-54.7826%,,Open,100.0,SFTBY,SELL,long,HARD EXIT,0.0,-3.0,-3.0,41.5,moderate,False,income,1.0,-4.0,EQUITY,BQ 1.0 + valuation tax -4.0 = -3.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
FRACTAL TRACK,SFTBY,Short,Quarterly,2026-03-20,10.83,,,17.8,-64.3583%,,Open,100.0,SFTBY,SELL,long,HARD EXIT,0.0,-3.0,-3.0,41.5,moderate,False,income,1.0,-4.0,EQUITY,BQ 1.0 + valuation tax -4.0 = -3.0 | FS class moderate,"{'core_fraction': 0.0, 'tactical_fraction': 0.0, 'core_signal_date': None, 'tactical_signal_date': None, 'core_model': None, 'tactical_model': None}",
